,syoy,iyoy
0,,
1,-1.7269829800000025,0.10547668
2,-0.14999710000000022,0.074368041
3,-0.8851274099999955,0.06603418600000002
4,1.687324689999997,0.20824717199999998
5,0.6933048500000041,0.05210086799999997
6,0.20266633999999328,0.08737802300000008
7,2.0856192600000014,0.22427835899999993
8,0.6670903899999985,0.174855981
9,-2.1676806799999966,-0.04690865599999994
10,0.6340288700000016,-0.009341979
11,1.7303335399999966,0.17252942100000002
12,2.20350689,1.474324461
13,1.366381539999999,3.573719883
14,0.16984888000000353,-0.1997257819999998
15,-0.8832227700000033,-1.1067121340000003
16,-0.9851933599999967,-0.22861750899999933
17,0.3990746999999999,0.07350750099999992
18,-0.8029407699999993,-0.2897570500000004
19,-2.1199727899999985,-0.6865732219999998
20,-0.9994789300000022,-0.27392163400000014
21,1.6375399300000026,0.037919873999999965
22,0.9498052299999955,0.09609776500000011
23,2.961447839999998,-0.12169657500000008
24,2.785745890000001,-0.003762195999999829
25,0.8517069299999989,1.0706129200000003
26,1.812044230000005,-0.04567501800000073
27,1.5762000100000009,-0.10761418599999928
28,1.2228003199999975,-0.6673299400000006
29,-0.30678544999999957,-1.1647465989999999
30,1.1669303400000004,1.4346746090000004
31,-1.2459354900000008,-0.29473399800000033
32,-0.9833162799999968,-0.8817383460000001
33,-0.5745499200000026,0.21278491300000013
34,-0.807790930000003,-0.48064202200000006
